miseq_id,Date,ID,Site_code,Species,Amphibian_type,Age ,Lifestage,Sex,Habitat_type,Notes,qPCR,wild_captive,Sample_type,Latitude,Longitude,Altitude_ft,Altitude_m
TW16162,10/04/2016,TW16_162,Xitou 2,Bufo bankorensis,anuran,tadpoles,tadpole,,small pond,,0,wild,swab,23.671755,120.790717,3865,1178
TW16163,10/04/2016,TW16_163,Nantou,Hylarana latouchii,anuran,adults,adult,,brook,,0.126,wild,swab,23.8250,120.8572,1063,324
TW16164,10/04/2016,TW16_164,Nantou,Hylarana latouchii,anuran,adults,adult,,brook,,0,wild,swab,23.8250,120.8572,1063,324
TW16164c,10/04/2016,TW16_164,Nantou,Hylarana latouchii,anuran,adults,adult,,brook,,0,wild,culture,23.8250,120.8572,1063,324
TW16165,10/04/2016,TW16_165,Nantou,Hylarana latouchii,anuran,adults,adult,,brook,,0,wild,swab,23.8250,120.8572,1063,324
TW16166,10/04/2016,TW16_166,Nantou,Hylarana latouchii,anuran,adults,adult,,brook,,0,wild,swab,23.8250,120.8572,1063,324
TW16167,10/04/2016,TW16_167,Nantou,Hylarana latouchii,anuran,adults,adult,,brook,,0,wild,swab,23.8250,120.8572,1063,324
TW16168,10/04/2016,TW16_168,Nantou,Hylarana latouchii,anuran,adults,adult,,brook,,0,wild,swab,23.8250,120.8572,1063,324
TW16169,10/04/2016,TW16_169,Nantou,Rhacophorus moltrechti,anuran,adults,adult,,brook,,0.724,wild,swab,23.8250,120.8572,1063,324
TW16170,10/04/2016,TW16_170,Nantou,Buergeria japonica,anuran,adults,adult,,brook,,0,wild,swab,23.8250,120.8572,1063,324
TW16171,10/04/2016,TW16_171,Nantou,Microhyla,anuran,adults,adult,,brook,,0,wild,swab,23.8250,120.8572,1063,324
TW16172,10/04/2016,TW16_172,Nantou,Bufo bankorensis,anuran,adults,adult,,brook,,0,wild,swab,23.8250,120.8572,1063,324
TW16173,10/04/2016,TW16_173,Nantou,Rhacophorus moltrechti,anuran,adults,adult,,brook,,0.056,wild,swab,23.8250,120.8572,1063,324
TW16174,10/04/2016,TW16_174,Nantou,Hylarana latouchii,anuran,adults,adult,,brook,,0,wild,swab,23.8250,120.8572,1063,324
TW16175,11/04/2016,TW16_175,Puli,Rhacophorus moltrechti,anuran,adults,adult,,,,0.056,wild,swab,23.9400,120.9256,1585,483
TW16176,11/04/2016,TW16_176,Puli,Hylarana latouchii,anuran,adults,adult,,,,0,wild,swab,23.9400,120.9256,1585,483
TW16177,11/04/2016,TW16_177,Puli,Hylarana latouchii,anuran,adults,adult,,,,0,wild,swab,23.9400,120.9256,1585,483
TW16178,11/04/2016,TW16_178,Puli,Hylarana latouchii,anuran,adults,adult,,,,0,wild,swab,23.9400,120.9256,1585,483
TW16179,11/04/2016,TW16_179,Puli,Hylarana latouchii,anuran,adults,adult,,,,0,wild,swab,23.9400,120.9256,1585,483
TW16180,11/04/2016,TW16_180,Puli,Hylarana latouchii,anuran,adults,adult,,,,0,wild,swab,23.9400,120.9256,1585,483
TW16181,11/04/2016,TW16_181,Puli,Hylarana latouchii,anuran,adults,adult,,,,0,wild,swab,23.9400,120.9256,1585,483
TW16182,11/04/2016,TW16_182,Puli,Hylarana latouchii,anuran,adults,adult,,,,0,wild,swab,23.9400,120.9256,1585,483
TW16183,11/04/2016,TW16_183,Puli,Hylarana latouchii,anuran,adults,adult,,,,0,wild,swab,23.9400,120.9256,1585,483
TW16184,11/04/2016,TW16_184,Puli,Hylarana latouchii,anuran,adults,adult,,,,0,wild,swab,23.9400,120.9256,1585,483
TW16185,11/04/2016,TW16_185,Puli,Hylarana latouchii,anuran,adults,adult,,,,0,wild,swab,23.9400,120.9256,1585,483
TW16186,11/04/2016,TW16_186,Puli,Hylarana latouchii,anuran,adults,adult,,,,0,wild,swab,23.9400,120.9256,1585,483
TW16187,11/04/2016,TW16_187,Puli,Hylarana latouchii,anuran,adults,adult,,,,0,wild,swab,23.9400,120.9256,1585,483
TW16188,11/04/2016,TW16_188,Puli,Hylarana latouchii,anuran,adults,adult,,,,0,wild,swab,23.9400,120.9256,1585,483
TW16189,11/04/2016,TW16_189,Puli,Hylarana latouchii,anuran,adults,adult,,,,0,wild,swab,23.9400,120.9256,1585,483
TW16190,11/04/2016,TW16_190,Puli,Hylarana latouchii,anuran,adults,adult,,,,0,wild,swab,23.9400,120.9256,1585,483
TW16191,11/04/2016,TW16_191,Puli,Hylarana latouchii,anuran,adults,adult,,,,0,wild,swab,23.9400,120.9256,1585,483
TW16192,11/04/2016,TW16_192,Puli,Hylarana latouchii,anuran,adults,adult,,,,0,wild,swab,23.9400,120.9256,1585,483
TW16193,11/04/2016,TW16_193,Puli,Hylarana latouchii,anuran,adults,adult,,,,0,wild,swab,23.9400,120.9256,1585,483
TW16194,11/04/2016,TW16_194,Puli,Hylarana latouchii,anuran,adults,adult,,,,0,wild,swab,23.9400,120.9256,1585,483
TW16195,11/04/2016,TW16_195,Puli,Hylarana latouchii,anuran,adults,adult,,,,0,wild,swab,23.9400,120.9256,1585,483
TW16196,11/04/2016,TW16_196,Puli,Hylarana latouchii,anuran,adults,adult,,,,0,wild,swab,23.9400,120.9256,1585,483
TW16197,11/04/2016,TW16_197,Puli,Hylarana latouchii,anuran,adults,adult,,,,0,wild,swab,23.9400,120.9256,1585,483
TW16198,11/04/2016,TW16_198,Puli,Hylarana latouchii,anuran,adults,adult,,,,0,wild,swab,23.9400,120.9256,1585,483
TW16199,11/04/2016,TW16_199,Puli,Hylarana latouchii,anuran,adults,adult,,,,0,wild,swab,23.9400,120.9256,1585,483
TW16200,11/04/2016,TW16_200,Puli,Hylarana latouchii,anuran,adults,adult,,,,0,wild,swab,23.9400,120.9256,1585,483
TW16201,11/04/2016,TW16_201,Puli,Hylarana latouchii,anuran,adults,adult,,,,0,wild,swab,23.9400,120.9256,1585,483
TW16202,11/04/2016,TW16_202,Puli,Hylarana latouchii,anuran,adults,adult,,,,0,wild,swab,23.9400,120.9256,1585,483
TW16203,11/04/2016,TW16_203,Puli,Hylarana latouchii,anuran,adults,adult,,,,0,wild,swab,23.9400,120.9256,1585,483
TW16204,11/04/2016,TW16_204,Puli,Hylarana latouchii,anuran,adults,adult,,,,0,wild,swab,23.9400,120.9256,1585,483
TW16205,11/04/2016,TW16_205,Puli,Hylarana latouchii,anuran,adults,adult,,,,0,wild,swab,23.9400,120.9256,1585,483
TW16206,11/04/2016,TW16_206,JFE Mountain,Babina adenopleura,anuran,adults,adult,,pond,,0,wild,swab,23.9581,120.8506,2247,685
TW16206c,11/04/2016,TW16_206,JFE Mountain,Babina adenopleura,anuran,adults,adult,,pond,,0,wild,culture,23.9581,120.8506,2247,685
TW16207,11/04/2016,TW16_207,JFE Mountain,Babina adenopleura,anuran,adults,adult,,pond,,0,wild,swab,23.9581,120.8506,2247,685
TW16208,11/04/2016,TW16_208,JFE Mountain,Limnonectes fujianensis,anuran,adults,adult,,pond,,0,wild,swab,23.9581,120.8506,2247,685
TW16209,11/04/2016,TW16_209,JFE Mountain,Limnonectes fujianensis,anuran,adults,adult,,pond,,0,wild,swab,23.9581,120.8506,2247,685
TW16210,11/04/2016,TW16_210,JFE Mountain,Limnonectes fujianensis,anuran,adults,adult,,pond,,0,wild,swab,23.9581,120.8506,2247,685
TW16211,11/04/2016,TW16_211,JFE Mountain,Limnonectes fujianensis,anuran,adults,adult,,pond,,0,wild,swab,23.9581,120.8506,2247,685
TW16212,11/04/2016,TW16_212,JFE Mountain,Bufo bankorensis,anuran,adults,adult,,pond,,0,wild,swab,23.9581,120.8506,2247,685
TW16213,11/04/2016,TW16_213,JFE Mountain,Bufo bankorensis,anuran,adults,adult,,pond,,0,wild,swab,23.9581,120.8506,2247,685
TW16214,11/04/2016,TW16_214,JFE Mountain,Bufo bankorensis,anuran,adults,adult,,pond,,0.145,wild,swab,23.9581,120.8506,2247,685
TW16215,11/04/2016,TW16_215,JFE Mountain,Bufo bankorensis,anuran,adults,adult,,pond,,0,wild,swab,23.9581,120.8506,2247,685
TW16216,11/04/2016,TW16_216,JFE Mountain,Babina adenopleura,anuran,adults,adult,,pond,,0,wild,swab,23.9581,120.8506,2247,685
TW16217,11/04/2016,TW16_217,JFE Mountain,Babina adenopleura,anuran,adults,adult,,pond,,0,wild,swab,23.9581,120.8506,2247,685
TW16218,11/04/2016,TW16_218,JFE Mountain,Babina adenopleura,anuran,adults,adult,,pond,,0,wild,swab,23.9581,120.8506,2247,685
TW16219,11/04/2016,TW16_219,JFE Mountain,Fejervarya limnocharis,anuran,adults,adult,,pond,,0,wild,swab,23.9581,120.8506,2247,685
TW16220,11/04/2016,TW16_220,JFE Mountain,Fejervarya limnocharis,anuran,adults,adult,,pond,,0,wild,swab,23.9581,120.8506,2247,685
TW16221,11/04/2016,TW16_221,JFE Mountain,Rhacophorus moltrechti,anuran,adults,adult,,pond,,0,wild,swab,23.9581,120.8506,2247,685
TW16222,11/04/2016,TW16_222,JFE Mountain,Polypedates braueri,anuran,adults,adult,,pond,,0,wild,swab,23.9581,120.8506,2247,685
TW16223,11/04/2016,TW16_223,JFE Mountain,Microhyla butleri,anuran,adults,adult,,pond,,0.075,wild,swab,23.9581,120.8506,2247,685
TW16224,11/04/2016,TW16_224,JFE Mountain,Hylarana latouchii,anuran,adults,adult,,pond,,0.028,wild,swab,23.9581,120.8506,2247,685
TW16225,11/04/2016,TW16_225,JFE Mountain,Hylarana latouchii,anuran,adults,adult,,pond,,0.023,wild,swab,23.9581,120.8506,2247,685
TW16226,11/04/2016,TW16_226,JFE Mountain,Hylarana latouchii,anuran,adults,adult,,pond,,0.109,wild,swab,23.9581,120.8506,2247,685
TW16227,11/04/2016,TW16_227,JFE Mountain,Hylarana latouchii,anuran,adults,adult,,pond,,0.066,wild,swab,23.9581,120.8506,2247,685
TW16228,11/04/2016,TW16_228,JFE Mountain,Hylarana latouchii,anuran,adults,adult,,pond,,0.043,wild,swab,23.9581,120.8506,2247,685
TW16229,11/04/2016,TW16_229,JFE Mountain,Hylarana latouchii,anuran,adults,adult,,pond,,0.035,wild,swab,23.9581,120.8506,2247,685
TW16230,11/04/2016,TW16_230,JFE Mountain,Hylarana latouchii,anuran,adults,adult,,pond,,0.711,wild,swab,23.9581,120.8506,2247,685
TW16231,11/04/2016,TW16_231,JFE Mountain,Hylarana latouchii,anuran,adults,adult,,pond,,0.026,wild,swab,23.9581,120.8506,2247,685
TW16232,11/04/2016,TW16_232,JFE Mountain,Hylarana latouchii,anuran,adults,adult,,pond,,0,wild,swab,23.9581,120.8506,2247,685
TW16233,11/04/2016,TW16_233,JFE Mountain,Hylarana latouchii,anuran,adults,adult,,pond,,0.027,wild,swab,23.9581,120.8506,2247,685
TW16234,11/04/2016,TW16_234,JFE Mountain,Hylarana latouchii,anuran,adults,adult,,pond,,0,wild,swab,23.9581,120.8506,2247,685
TW16235,11/04/2016,TW16_235,JFE Mountain,Hylarana latouchii,anuran,adults,adult,,pond,,0.014,wild,swab,23.9581,120.8506,2247,685
TW16236,11/04/2016,TW16_236,JFE Mountain,Hylarana latouchii,anuran,adults,adult,,pond,,0.012,wild,swab,23.9581,120.8506,2247,685
TW16237,11/04/2016,TW16_237,JFE Mountain,Hylarana latouchii,anuran,adults,adult,,pond,,0.192,wild,swab,23.9581,120.8506,2247,685
TW16238,11/04/2016,TW16_238,JFE Mountain,Hylarana latouchii,anuran,adults,adult,,pond,,0,wild,swab,23.9581,120.8506,2247,685
TW16239,11/04/2016,TW16_239,JFE Mountain,Hylarana latouchii,anuran,adults,adult,,pond,,0,wild,swab,23.9581,120.8506,2247,685
TW16240,11/04/2016,TW16_240,JFE Mountain,Hylarana latouchii,anuran,adults,adult,,pond,,0,wild,swab,23.9581,120.8506,2247,685
TW16241,11/04/2016,TW16_241,JFE Mountain,Hylarana latouchii,anuran,adults,adult,,pond,,0.029,wild,swab,23.9581,120.8506,2247,685
TW16242,11/04/2016,TW16_242,JFE Mountain,Hylarana latouchii,anuran,adults,adult,,pond,,0,wild,swab,23.9581,120.8506,2247,685
TW16243,11/04/2016,TW16_243,JFE Mountain,Hylarana latouchii,anuran,adults,adult,,pond,,0.052,wild,swab,23.9581,120.8506,2247,685
TW16244,11/04/2016,TW16_244,JFE Mountain,Hylarana latouchii,anuran,adults,adult,,pond,,0,wild,swab,23.9581,120.8506,2247,685
TW16245,11/04/2016,TW16_245,JFE Mountain,Hylarana latouchii,anuran,adults,adult,,pond,,0.05,wild,swab,23.9581,120.8506,2247,685
TW16246,11/04/2016,TW16_246,JFE Mountain,Hylarana latouchii,anuran,adults,adult,,pond,,0.073,wild,swab,23.9581,120.8506,2247,685
TW16247,11/04/2016,TW16_247,JFE Mountain,Hylarana latouchii,anuran,adults,adult,,pond,,0,wild,swab,23.9581,120.8506,2247,685
TW16248,11/04/2016,TW16_248,JFE Mountain,Hylarana latouchii,anuran,adults,adult,,pond,,0.027,wild,swab,23.9581,120.8506,2247,685
TW16249,11/04/2016,TW16_249,JFE Mountain,Hylarana latouchii,anuran,adults,adult,,pond,,0,wild,swab,23.9581,120.8506,2247,685
TW16250,11/04/2016,TW16_250,JFE Mountain,Hylarana latouchii,anuran,adults,adult,,pond,,0,wild,swab,23.9581,120.8506,2247,685
TW16251,11/04/2016,TW16_251,JFE Mountain,Hylarana latouchii,anuran,adults,adult,,pond,,0,wild,swab,23.9581,120.8506,2247,685
TW16252,11/04/2016,TW16_252,JFE Mountain,Hylarana latouchii,anuran,adults,adult,,pond,,0.049,wild,swab,23.9581,120.8506,2247,685
TW16253,11/04/2016,TW16_253,JFE Mountain,Hylarana latouchii,anuran,adults,adult,,pond,,0,wild,swab,23.9581,120.8506,2247,685
TW16254,11/04/2016,TW16_254,JFE Mountain,Hylarana latouchii,anuran,adults,adult,,pond,,0.023,wild,swab,23.9581,120.8506,2247,685
TW16255,11/04/2016,TW16_255,JFE Mountain,Hylarana latouchii,anuran,adults,adult,,pond,,0.027,wild,swab,23.9581,120.8506,2247,685
TW16256,11/04/2016,TW16_256,JFE Mountain,Hylarana latouchii,anuran,adults,adult,,pond,,0,wild,swab,23.9581,120.8506,2247,685
TW16257,11/04/2016,TW16_257,JFE Mountain,Hylarana latouchii,anuran,adults,adult,,pond,,0,wild,swab,23.9581,120.8506,2247,685
TW16258,11/04/2016,TW16_258,JFE Mountain,Hylarana latouchii,anuran,adults,adult,,pond,,0.012,wild,swab,23.9581,120.8506,2247,685
TW16259,11/04/2016,TW16_259,JFE Mountain,Hylarana latouchii,anuran,adults,adult,,pond,,0,wild,swab,23.9581,120.8506,2247,685
TW16260,11/04/2016,TW16_260,JFE Mountain,Hylarana latouchii,anuran,adults,adult,,pond,,0,wild,swab,23.9581,120.8506,2247,685
TW16261,11/04/2016,TW16_261,JFE Mountain,Hylarana latouchii,anuran,adults,adult,,pond,,0.026,wild,swab,23.9581,120.8506,2247,685
TW16262,11/04/2016,TW16_262,JFE Mountain,Hylarana latouchii,anuran,adults,adult,,pond,,0.486,wild,swab,23.9581,120.8506,2247,685
TW16263,11/04/2016,TW16_263,JFE Mountain,Hylarana latouchii,anuran,adults,adult,,pond,,0.026,wild,swab,23.9581,120.8506,2247,685
TW16264,11/04/2016,TW16_264,JFE Mountain,Hylarana latouchii,anuran,adults,adult,,pond,,0.069,wild,swab,23.9581,120.8506,2247,685
TW16265,11/04/2016,TW16_265,JFE Mountain,Hylarana latouchii,anuran,adults,adult,,pond,,0,wild,swab,23.9581,120.8506,2247,685
TW16266,11/04/2016,TW16_266,JFE Mountain,Hylarana latouchii,anuran,adults,adult,,pond,,0.017,wild,swab,23.9581,120.8506,2247,685
TW16267,11/04/2016,TW16_267,JFE Mountain,Hylarana latouchii,anuran,adults,adult,,pond,,0,wild,swab,23.9581,120.8506,2247,685
TW16268,11/04/2016,TW16_268,JFE Mountain 2,Hylarana latouchii,anuran,adults,adult,,slow brook,,0.204,wild,swab,23.9497,120.8539,1775,541
TW16269,11/04/2016,TW16_269,JFE Mountain 2,Hylarana latouchii,anuran,adults,adult,,slow brook,,0,wild,swab,23.9497,120.8539,1775,541
TW16270,11/04/2016,TW16_270,JFE Mountain 2,Hylarana latouchii,anuran,adults,adult,,slow brook,,0.065,wild,swab,23.9497,120.8539,1775,541
TW16271,11/04/2016,TW16_271,JFE Mountain 2,Hylarana latouchii,anuran,adults,adult,,slow brook,,0.099,wild,swab,23.9497,120.8539,1775,541
TW16272,11/04/2016,TW16_272,JFE Mountain 2,Hylarana latouchii,anuran,adults,adult,,slow brook,,0.041,wild,swab,23.9497,120.8539,1775,541
TW16273,11/04/2016,TW16_273,JFE Mountain 2,Buergeria japonica,anuran,adults,adult,,slow brook,,2.008,wild,swab,23.9497,120.8539,1775,541
TW16274,11/04/2016,TW16_274,JFE Mountain 2,Buergeria japonica,anuran,adults,adult,,slow brook,,1.231,wild,swab,23.9497,120.8539,1775,541
TW16275,11/04/2016,TW16_275,JFE Mountain 2,Buergeria japonica,anuran,adults,adult,,slow brook,,0.103,wild,swab,23.9497,120.8539,1775,541
TW16276,11/04/2016,TW16_276,JFE Mountain 2,Buergeria japonica,anuran,adults,adult,,slow brook,,0.108,wild,swab,23.9497,120.8539,1775,541
TW16277,11/04/2016,TW16_277,JFE Mountain 2,Buergeria japonica,anuran,adults,adult,,slow brook,,0.06,wild,swab,23.9497,120.8539,1775,541
TW16278,11/04/2016,TW16_278,JFE Mountain 2,Buergeria japonica,anuran,adults,adult,,slow brook,,1.551,wild,swab,23.9497,120.8539,1775,541
TW16279,11/04/2016,TW16_279,JFE Mountain 2,Buergeria japonica,anuran,adults,adult,,slow brook,,2.189,wild,swab,23.9497,120.8539,1775,541
TW16280,11/04/2016,TW16_280,JFE Mountain 2,Buergeria japonica,anuran,adults,adult,,slow brook,,1.604,wild,swab,23.9497,120.8539,1775,541
TW16281,11/04/2016,TW16_281,JFE Mountain 2,Buergeria japonica,anuran,adults,adult,,slow brook,,1.69,wild,swab,23.9497,120.8539,1775,541
TW16282,11/04/2016,TW16_282,JFE Mountain 2,Buergeria japonica,anuran,adults,adult,,slow brook,,8.178,wild,swab,23.9497,120.8539,1775,541
TW16282c,11/04/2016,TW16_282,JFE Mountain 2,Buergeria japonica,anuran,adults,adult,,slow brook,,8.178,wild,culture,23.9497,120.8539,1775,541
TW16283,11/04/2016,TW16_283,JFE Mountain 2,Buergeria japonica,anuran,adults,adult,,slow brook,,7.921,wild,swab,23.9497,120.8539,1775,541
TW16284,11/04/2016,TW16_284,JFE Mountain 2,Buergeria japonica,anuran,adults,adult,,slow brook,,0.974,wild,swab,23.9497,120.8539,1775,541
TW16285,11/04/2016,TW16_285,JFE Mountain 2,Buergeria japonica,anuran,adults,adult,,slow brook,,13.01,wild,swab,23.9497,120.8539,1775,541
TW16285c,11/04/2016,TW16_285,JFE Mountain 2,Buergeria japonica,anuran,adults,adult,,slow brook,,13.01,wild,culture,23.9497,120.8539,1775,541
TW16286,11/04/2016,TW16_286,JFE Mountain 2,Buergeria japonica,anuran,adults,adult,,slow brook,,2.86,wild,swab,23.9497,120.8539,1775,541
TW16287,11/04/2016,TW16_287,JFE Mountain 2,Buergeria japonica,anuran,adults,adult,,slow brook,,1.346,wild,swab,23.9497,120.8539,1775,541
TW16288,11/04/2016,TW16_288,JFE Mountain 2,Buergeria japonica,anuran,adults,adult,,slow brook,,11.121,wild,swab,23.9497,120.8539,1775,541
TW16289,11/04/2016,TW16_289,JFE Mountain 2,Buergeria japonica,anuran,adults,adult,,slow brook,,2.237,wild,swab,23.9497,120.8539,1775,541
TW16289c,11/04/2016,TW16_289,JFE Mountain 2,Buergeria japonica,anuran,adults,adult,,slow brook,,2.237,wild,culture,23.9497,120.8539,1775,541
TW16290,11/04/2016,TW16_290,JFE Mountain 2,Buergeria japonica,anuran,adults,adult,,slow brook,,12.165,wild,swab,23.9497,120.8539,1775,541
TW16291,11/04/2016,TW16_291,JFE Mountain 2,Buergeria japonica,anuran,adults,adult,,slow brook,,0.223,wild,swab,23.9497,120.8539,1775,541
TW16292,11/04/2016,TW16_292,JFE Mountain 2,Buergeria japonica,anuran,adults,adult,,slow brook,,0.552,wild,swab,23.9497,120.8539,1775,541
TW16292c,11/04/2016,TW16_292,JFE Mountain 2,Buergeria japonica,anuran,adults,adult,,slow brook,,0.552,wild,culture,23.9497,120.8539,1775,541
TW16293,11/04/2016,TW16_293,JFE Mountain 2,Buergeria japonica,anuran,adults,adult,,slow brook,,1.817,wild,swab,23.9497,120.8539,1775,541
TW16294,11/04/2016,TW16_294,JFE Mountain 2,Buergeria japonica,anuran,adults,adult,,slow brook,,0.618,wild,swab,23.9497,120.8539,1775,541
TW16294c,11/04/2016,TW16_294,JFE Mountain 2,Buergeria japonica,anuran,adults,adult,,slow brook,,0.618,wild,culture,23.9497,120.8539,1775,541
TW16295,11/04/2016,TW16_295,JFE Mountain 2,Buergeria japonica,anuran,adults,adult,,slow brook,,4.384,wild,swab,23.9497,120.8539,1775,541
TW16295c,11/04/2016,TW16_295,JFE Mountain 2,Buergeria japonica,anuran,adults,adult,,slow brook,,4.384,wild,culture,23.9497,120.8539,1775,541
TW16296,11/04/2016,TW16_296,JFE Mountain 2,Buergeria japonica,anuran,adults,adult,,slow brook,,1.101,wild,swab,23.9497,120.8539,1775,541
TW16297,11/04/2016,TW16_297,JFE Mountain 2,Buergeria japonica,anuran,adults,adult,,slow brook,,4.272,wild,swab,23.9497,120.8539,1775,541
TW16298,11/04/2016,TW16_298,JFE Mountain 2,Buergeria japonica,anuran,adults,adult,,slow brook,,18.753,wild,swab,23.9497,120.8539,1775,541
TW16299,11/04/2016,TW16_299,JFE Mountain 2,Buergeria japonica,anuran,adults,adult,,slow brook,,1.349,wild,swab,23.9497,120.8539,1775,541
TW16300,11/04/2016,TW16_300,JFE Mountain 2,Buergeria japonica,anuran,adults,adult,,slow brook,,4.598,wild,swab,23.9497,120.8539,1775,541
TW16301,11/04/2016,TW16_301,JFE Mountain 2,Buergeria japonica,anuran,adults,adult,,slow brook,,0.12,wild,swab,23.9497,120.8539,1775,541
TW16302,11/04/2016,TW16_302,JFE Mountain 2,Buergeria japonica,anuran,adults,adult,,slow brook,,4.9,wild,swab,23.9497,120.8539,1775,541
TW16303,11/04/2016,TW16_303,JFE Mountain 2,Buergeria japonica,anuran,adults,adult,,slow brook,,5.273,wild,swab,23.9497,120.8539,1775,541
TW16304,11/04/2016,TW16_304,JFE Mountain 2,Buergeria japonica,anuran,adults,adult,,slow brook,,5.2,wild,swab,23.9497,120.8539,1775,541
TW16305,11/04/2016,TW16_305,JFE Mountain 2,Buergeria japonica,anuran,adults,adult,,slow brook,,0.26,wild,swab,23.9497,120.8539,1775,541
TW16306,11/04/2016,TW16_306,JFE Mountain 2,Duttaphyrus melanotrictus,anuran,adults,adult,,slow brook,,0,wild,swab,23.9497,120.8539,1775,541
TW16307a,11/04/2016,TW16_307a,JFE Mountain 2,Fejervarya limnocharis,anuran,adults,adult,,slow brook,ricefield frog,0.066,wild,swab,23.9497,120.8539,1775,541
TW16307b,12/04/2016,TW16_307b,Endemic Species Research Center,Rhacophorus moltrechti,anuran,tadpoles,tadpole,,plastic tubs,near greenhouse,0.02,wild,swab,23.8285,120.8014,843,257
TW16308,12/04/2016,TW16_308,Endemic Species Research Center,Rhacophorus moltrechti,anuran,tadpoles,tadpole,,plastic tubs,,0,wild,swab,23.8285,120.8014,843,257
TW16309,12/04/2016,TW16_309,Endemic Species Research Center,Rhacophorus moltrechti,anuran,tadpoles,tadpole,,plastic tubs,,0.155,wild,swab,23.8285,120.8014,843,257
TW16310,12/04/2016,TW16_310,Endemic Species Research Center,Rhacophorus moltrechti,anuran,tadpoles,tadpole,,plastic tubs,,0.214,wild,swab,23.8285,120.8014,843,257
TW16311,12/04/2016,TW16_311,Endemic Species Research Center,Rhacophorus moltrechti,anuran,tadpoles,tadpole,,plastic tubs,,0,wild,swab,23.8285,120.8014,843,257
TW16312,12/04/2016,TW16_312,Endemic Species Research Center,Rhacophorus moltrechti,anuran,tadpoles,tadpole,,plastic tubs,,0,wild,swab,23.8285,120.8014,843,257
TW16313,12/04/2016,TW16_313,Endemic Species Research Center,Rhacophorus moltrechti,anuran,tadpoles,tadpole,,plastic tubs,,0,wild,swab,23.8285,120.8014,843,257
TW16314,12/04/2016,TW16_314,Endemic Species Research Center,Rhacophorus moltrechti,anuran,tadpoles,tadpole,,plastic tubs,,0,wild,swab,23.8285,120.8014,843,257
TW16315,12/04/2016,TW16_315,Endemic Species Research Center,Rhacophorus moltrechti,anuran,tadpoles,tadpole,,plastic tubs,,1.986,wild,swab,23.8285,120.8014,843,257
TW16316,12/04/2016,TW16_316,Endemic Species Research Center,Rhacophorus moltrechti,anuran,tadpoles,tadpole,,plastic tubs,,0,wild,swab,23.8285,120.8014,843,257
TW16317,12/04/2016,TW16_317,Endemic Species Research Center,Rhacophorus moltrechti,anuran,tadpoles,tadpole,,plastic tubs,,0,wild,swab,23.8285,120.8014,843,257
TW16318,12/04/2016,TW16_318,Endemic Species Research Center,Rhacophorus moltrechti,anuran,tadpoles,tadpole,,plastic tubs,,0,wild,swab,23.8285,120.8014,843,257
TW16319,12/04/2016,TW16_319,Endemic Species Research Center,Rhacophorus moltrechti,anuran,tadpoles,tadpole,,plastic tubs,,0.333,wild,swab,23.8285,120.8014,843,257
TW16320,12/04/2016,TW16_320,Endemic Species Research Center,Rhacophorus moltrechti,anuran,tadpoles,tadpole,,plastic tubs,,0.211,wild,swab,23.8285,120.8014,843,257
TW16321,12/04/2016,TW16_321,Endemic Species Research Center,Rhacophorus moltrechti,anuran,tadpoles,tadpole,,plastic tubs,,1.188,wild,swab,23.8285,120.8014,843,257
TW16322,12/04/2016,TW16_322,Endemic Species Research Center,Rhacophorus moltrechti,anuran,tadpoles,tadpole,,plastic tubs,,0.148,wild,swab,23.8285,120.8014,843,257
TW16323,12/04/2016,TW16_323,Endemic Species Research Center,Rhacophorus moltrechti,anuran,tadpoles,tadpole,,plastic tubs,,1.188,wild,swab,23.8285,120.8014,843,257
TW16324,12/04/2016,TW16_324,Endemic Species Research Center,Rhacophorus moltrechti,anuran,tadpoles,tadpole,,plastic tubs,,0,wild,swab,23.8285,120.8014,843,257
TW16325,12/04/2016,TW16_325,Endemic Species Research Center,Rhacophorus moltrechti,anuran,tadpoles,tadpole,,plastic tubs,,0,wild,swab,23.8285,120.8014,843,257
TW16326,12/04/2016,TW16_326,Endemic Species Research Center,Rhacophorus moltrechti,anuran,tadpoles,tadpole,,plastic tubs,,0,wild,swab,23.8285,120.8014,843,257
TW16327,12/04/2016,TW16_327,Endemic Species Research Center,Rhacophorus moltrechti,anuran,tadpoles,tadpole,,plastic tubs,,0,wild,swab,23.8285,120.8014,843,257
TW16328,12/04/2016,TW16_328,Endemic Species Research Center,Rhacophorus moltrechti,anuran,tadpoles,tadpole,,plastic tubs,,0,wild,swab,23.8285,120.8014,843,257
TW16329,12/04/2016,TW16_329,Endemic Species Research Center,Rhacophorus moltrechti,anuran,tadpoles,tadpole,,plastic tubs,,0,wild,swab,23.8285,120.8014,843,257
TW16330,12/04/2016,TW16_330,Endemic Species Research Center,Rhacophorus moltrechti,anuran,tadpoles,tadpole,,plastic tubs,,0.562,wild,swab,23.8285,120.8014,843,257
TW16331,12/04/2016,TW16_331,Endemic Species Research Center,Rhacophorus moltrechti,anuran,tadpoles,tadpole,,plastic tubs,,1.225,wild,swab,23.8285,120.8014,843,257
TW16332,12/04/2016,TW16_332,Endemic Species Research Center,Rhacophorus moltrechti,anuran,tadpoles,tadpole,,plastic tubs,,0.944,wild,swab,23.8285,120.8014,843,257
