"V1" "V2" "V3" "V4" "V5" "V6" "V7"
"SV2929" "k__Fungi" NA NA NA NA NA NA
"SV2930" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" NA NA NA
"SV2931" "k__Fungi" "p__Rozellomycota" "c__Rozellomycotina_cls_Incertae_sedis" "o__Rozellomycotina_ord_Incertae_sedis" "f__Rozellomycotina_fam_Incertae_sedis" "g__Paramicrosporidium" "s__saccamoebae"
"SV2932" "k__Fungi" "p__Ascomycota" "c__Pezizomycotina_cls_Incertae_sedis" "o__Pezizomycotina_ord_Incertae_sedis" "f__Pezizomycotina_fam_Incertae_sedis" "g__Cylindrotheca" NA
"SV2933" "k__Fungi" NA NA NA NA NA NA
"SV2934" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Magnaporthales" "f__Magnaporthaceae" "g__Ophioceras" NA
"SV2935" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Herpotrichiellaceae" "g__Exophiala" NA
"SV2936" "k__Fungi" "p__Basidiomycota" "c__Microbotryomycetes" NA NA NA NA
"SV2937" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" NA NA NA
"SV2938" "k__Fungi" "p__Basidiomycota" NA NA NA NA NA
"SV2939" "k__Fungi" "p__Chytridiomycota" "c__Chytridiomycetes" "o__Chytridiales" "f__Chytridiaceae" "g__Dendrochytridium" "s__crassum"
"SV2940" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Bulleribasidiaceae" "g__Hannaella" NA
"SV2941" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Torulaceae" "g__Torula" NA
"SV2942" "k__Fungi" NA NA NA NA NA NA
"SV2943" "k__Fungi" "p__Ascomycota" "c__Pezizomycotina_cls_Incertae_sedis" "o__Pezizomycotina_ord_Incertae_sedis" "f__Pezizomycotina_fam_Incertae_sedis" "g__Cylindrotheca" NA
"SV2944" "k__Fungi" "p__Ascomycota" "c__Lecanoromycetes" "o__Lecanorales" "f__Lecanoraceae" NA NA
"SV2945" "k__Fungi" NA NA NA NA NA NA
"SV2946" "k__Fungi" "p__Ascomycota" "c__Geoglossomycetes" "o__Geoglossales" "f__Geoglossaceae" "g__Glutinoglossum" NA
"SV2947" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Trimorphomycetaceae" "g__Carlosrosaea" NA
"SV2948" "k__Fungi" "p__Rozellomycota" "c__Rozellomycotina_cls_Incertae_sedis" "o__GS10" NA NA NA
"SV2949" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Chaetosphaeriales" "f__Chaetosphaeriaceae" NA NA
"SV2950" "k__Fungi" "p__Rozellomycota" NA NA NA NA NA
"SV2951" "k__Fungi" "p__Basidiomycota" "c__Malasseziomycetes" "o__Malasseziales" "f__Malasseziaceae" "g__Malassezia" "s__furfur"
"SV2952" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Nectriaceae" "g__Gibberella" "s__tricincta"
"SV2953" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Teichosporaceae" NA NA
"SV2954" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Didymosphaeriaceae" "g__Pseudopithomyces" NA
"SV2955" "k__Fungi" "p__Basidiomycota" "c__Cystobasidiomycetes" "o__Cystobasidiales" "f__Cystobasidiaceae" "g__Occultifur" NA
"SV2956" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Polyporales" "f__Meripilaceae" NA NA
"SV2957" "k__Fungi" "p__Mortierellomycota" "c__Mortierellomycetes" "o__Mortierellales" "f__Mortierellaceae" "g__Mortierella" "s__beljakovae"
"SV2958" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Bionectriaceae" NA NA
"SV2959" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Eurotiales" "f__Aspergillaceae" "g__Aspergillus" "s__aculeatus"
"SV2960" "k__Fungi" NA NA NA NA NA NA
"SV2961" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Nectriaceae" "g__Volutella" "s__consors"
"SV2962" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Hypocreales_fam_Incertae_sedis" NA NA
"SV2963" "k__Fungi" NA NA NA NA NA NA
"SV2964" "k__Fungi" NA NA NA NA NA NA
"SV2965" "k__Fungi" NA NA NA NA NA NA
"SV2966" "k__Fungi" NA NA NA NA NA NA
"SV2967" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Helotiaceae" "g__Articulospora" NA
"SV2968" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Leptosphaeriaceae" "g__Subplenodomus" "s__iridicola"
"SV2969" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Polyporales" "f__Xenasmataceae" "g__Xenasma" NA
"SV2970" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Russulales" "f__Peniophoraceae" "g__Peniophora" NA
"SV2971" "k__Fungi" NA NA NA NA NA NA
"SV2972" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" "f__Mycosphaerellaceae" NA NA
"SV2973" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Clavicipitaceae" "g__Culicinomyces" "s__bisporalis"
"SV2974" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Russulales" "f__Peniophoraceae" "g__Peniophora" NA
"SV2975" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Venturiales" "f__Sympoventuriaceae" "g__Ochroconis" NA
"SV2976" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Hypocreales_fam_Incertae_sedis" "g__Acremonium" NA
"SV2977" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" "f__Cladosporiaceae" "g__Cladosporium" "s__tenuissimum"
"SV2978" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Niessliaceae" NA NA
"SV2979" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Helotiaceae" "g__Tetracladium" NA
"SV2980" "k__Fungi" NA NA NA NA NA NA
"SV2981" "k__Fungi" NA NA NA NA NA NA
"SV2982" "k__Fungi" NA NA NA NA NA NA
"SV2983" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Bulleribasidiaceae" "g__Dioszegia" "s__butyracea"
"SV2984" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" NA NA NA
"SV2985" "k__Fungi" "p__Rozellomycota" NA NA NA NA NA
"SV2986" "k__Fungi" NA NA NA NA NA NA
"SV2987" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Auriculariales" "f__Exidiaceae" "g__Heterochaete" "s__delicata"
"SV2988" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Didymellaceae" NA NA
"SV2989" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Sordariales" "f__Lasiosphaeriaceae" "g__Schizothecium" NA
"SV2990" "k__Fungi" "p__Rozellomycota" "c__Rozellomycotina_cls_Incertae_sedis" "o__GS02" NA NA NA
"SV2991" "k__Fungi" "p__Rozellomycota" NA NA NA NA NA
"SV2992" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" NA NA NA
"SV2993" "k__Fungi" NA NA NA NA NA NA
"SV2994" "k__Fungi" NA NA NA NA NA NA
"SV2995" "k__Fungi" NA NA NA NA NA NA
"SV2996" "k__Fungi" NA NA NA NA NA NA
"SV2997" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Sordariales" "f__Lasiosphaeriaceae" "g__Schizothecium" NA
"SV2998" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Venturiales" "f__Sympoventuriaceae" NA NA
"SV2999" "k__Fungi" "p__Ascomycota" "c__Lecanoromycetes" NA NA NA NA
"SV3000" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Xylariales" "f__Beltraniaceae" "g__Beltraniella" NA
"SV3001" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Cyphellophoraceae" "g__Cyphellophora" NA
"SV3002" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" NA NA NA NA
"SV3003" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" "f__Teratosphaeriaceae" NA NA
"SV3004" "k__Fungi" "p__Mucoromycota" "c__Mucoromycetes" "o__Mucorales" "f__Cunninghamellaceae" "g__Absidia" "s__psychrophilia"
"SV3005" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"SV3006" "k__Fungi" NA NA NA NA NA NA
"SV3007" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Xylariales" "f__Xylariales_fam_Incertae_sedis" "g__Robillarda" NA
"SV3008" "k__Fungi" NA NA NA NA NA NA
"SV3009" "k__Fungi" "p__Basidiomycota" "c__Microbotryomycetes" NA NA NA NA
"SV3010" "k__Fungi" NA NA NA NA NA NA
"SV3011" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Verrucariales" "f__Verrucariaceae" "g__Verrucaria" NA
"SV3012" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Didymellaceae" "g__Didymella" NA
"SV3013" "k__Fungi" "p__Basidiomycota" "c__Ustilaginomycetes" "o__Ustilaginales" "f__Ustilaginaceae" "g__Pseudozyma" NA
"SV3014" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" NA NA NA
"SV3015" "k__Fungi" NA NA NA NA NA NA
"SV3016" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Pleosporaceae" "g__Edenia" "s__gomezpompae"
"SV3017" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Pleosporales_fam_Incertae_sedis" NA NA
"SV3018" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Tremellaceae" "g__Tremella" NA
"SV3019" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Polyporales" "f__Podoscyphaceae" "g__Hypochnicium" "s__cremicolor"
"SV3020" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Polyporales" "f__Meripilaceae" NA NA
"SV3021" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"SV3022" "k__Fungi" NA NA NA NA NA NA
"SV3023" "k__Fungi" "p__Basidiomycota" "c__Malasseziomycetes" "o__Malasseziales" NA NA NA
"SV3024" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Trichomeriaceae" NA NA
"SV3025" "k__Fungi" "p__Ascomycota" "c__Laboulbeniomycetes" "o__Pyxidiophorales" NA NA NA
"SV3026" "k__Fungi" NA NA NA NA NA NA
"SV3027" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Cuniculitremaceae" NA NA
"SV3028" "k__Fungi" "p__Rozellomycota" "c__Rozellomycotina_cls_Incertae_sedis" "o__GS05" NA NA NA
"SV3029" "k__Fungi" "p__Rozellomycota" "c__Rozellomycotina_cls_Incertae_sedis" "o__GS05" NA NA NA
"SV3030" "k__Fungi" "p__Rozellomycota" "c__Rozellomycotina_cls_Incertae_sedis" "o__GS10" NA NA NA
"SV3031" "k__Fungi" "p__Basidiomycota" NA NA NA NA NA
"SV3032" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" NA NA NA
"SV3033" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" "f__Mycosphaerellaceae" "g__Septoria" NA
"SV3034" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Pleomassariaceae" "g__Prosthemium" NA
"SV3035" "k__Fungi" NA NA NA NA NA NA
"SV3036" "k__Fungi" "p__Ascomycota" "c__Saccharomycetes" "o__Saccharomycetales" "f__Saccharomycetales_fam_Incertae_sedis" "g__Candida" "s__membranifaciens"
"SV3037" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"SV3038" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"SV3039" "k__Fungi" "p__Chytridiomycota" "c__Rhizophydiomycetes" "o__Rhizophydiales" "f__Angulomycetaceae" "g__Angulomyces" "s__argentinensis"
"SV3040" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" NA NA NA NA
"SV3041" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" NA NA NA
"SV3042" "k__Fungi" NA NA NA NA NA NA
"SV3043" "k__Fungi" "p__Ascomycota" "c__Saccharomycetes" "o__Saccharomycetales" "f__Debaryomycetaceae" "g__Debaryomyces" NA
"SV3044" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Hymenochaetales" NA NA NA
"SV3045" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" "f__Neodevriesiaceae" "g__Neodevriesia" "s__queenslandica"
"SV3046" "k__Fungi" "p__Basidiomycota" "c__Ustilaginomycetes" "o__Ustilaginales" "f__Ustilaginaceae" "g__Pseudozyma" NA
"SV3047" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Nectriaceae" "g__Cylindrocladiella" NA
"SV3048" "k__Fungi" NA NA NA NA NA NA
"SV3049" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Cordycipitaceae" "g__Simplicillium" "s__subtropicum"
"SV3050" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" "f__Dissoconiaceae" "g__Ramichloridium" "s__apiculatum"
"SV3051" "k__Fungi" NA NA NA NA NA NA
"SV3052" "k__Fungi" NA NA NA NA NA NA
"SV3053" "k__Fungi" NA NA NA NA NA NA
"SV3054" "k__Fungi" NA NA NA NA NA NA
"SV3055" "k__Fungi" NA NA NA NA NA NA
"SV3056" "k__Fungi" NA NA NA NA NA NA
"SV3057" "k__Fungi" "p__Chytridiomycota" "c__Rhizophydiomycetes" "o__Rhizophydiales" "f__Kappamycetaceae" "g__Kappamyces" NA
"SV3058" "k__Fungi" NA NA NA NA NA NA
"SV3059" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Polyporales" "f__Meripilaceae" "g__Rigidoporus" "s__vinctus"
"SV3060" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"SV3061" "k__Fungi" NA NA NA NA NA NA
"SV3062" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Phaeosphaeriaceae" "g__Setophoma" "s__cyperi"
"SV3063" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Polyporales" "f__Polyporaceae" "g__Erythromyces" "s__crocicreas"
"SV3064" "k__Fungi" NA NA NA NA NA NA
"SV3065" "k__Fungi" NA NA NA NA NA NA
"SV3066" "k__Fungi" NA NA NA NA NA NA
"SV3067" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Herpotrichiellaceae" "g__Capronia" NA
"SV3068" "k__Fungi" "p__Ascomycota" "c__Lecanoromycetes" "o__Lecanorales" "f__Stereocaulaceae" "g__Stereocaulon" "s__saxatile"
"SV3069" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" NA NA NA NA
"SV3070" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Filobasidiales" "f__Filobasidiaceae" "g__Goffeauzyma" "s__gastrica"
"SV3071" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Herpotrichiellaceae" "g__Cladophialophora" "s__humicola"
"SV3072" "k__Fungi" NA NA NA NA NA NA
"SV3073" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" NA NA NA
"SV3074" "k__Fungi" "p__Ascomycota" "c__Lecanoromycetes" NA NA NA NA
"SV3075" "k__Fungi" "p__Rozellomycota" "c__Rozellomycotina_cls_Incertae_sedis" "o__GS10" NA NA NA
"SV3076" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Hyaloscyphaceae" "g__Calycina" NA
"SV3077" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Pleosporales_fam_Incertae_sedis" "g__Pseudorobillarda" NA
"SV3078" "k__Fungi" NA NA NA NA NA NA
"SV3079" "k__Fungi" NA NA NA NA NA NA
"SV3080" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Dothideales" "f__Dothioraceae" "g__Pseudoseptoria" "s__collariana"
"SV3081" "k__Fungi" "p__Rozellomycota" "c__Rozellomycotina_cls_Incertae_sedis" "o__GS10" NA NA NA
"SV3082" "k__Fungi" "p__Chytridiomycota" "c__Lobulomycetes" NA NA NA NA
"SV3083" "k__Fungi" "p__Basidiomycota" "c__Microbotryomycetes" "o__Microbotryomycetes_ord_Incertae_sedis" "f__Chrysozymaceae" "g__Sampaiozyma" NA
"SV3084" "k__Fungi" NA NA NA NA NA NA
"SV3085" "k__Fungi" NA NA NA NA NA NA
"SV3086" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" "f__Mycosphaerellaceae" NA NA
"SV3087" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Xylariales" "f__Xylariales_fam_Incertae_sedis" "g__Phialemoniopsis" "s__curvata"
"SV3088" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" "f__Teratosphaeriaceae" "g__Catenulostroma" NA
"SV3089" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" NA NA NA NA
"SV3090" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Xylariales" "f__Apiosporaceae" "g__Arthrinium" NA
"SV3091" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" NA NA NA
"SV3092" "k__Fungi" "p__Rozellomycota" NA NA NA NA NA
"SV3093" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" NA NA NA
"SV3094" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Marasmiaceae" "g__Tetrapyrgos" NA
"SV3095" "k__Fungi" NA NA NA NA NA NA
"SV3096" "k__Fungi" NA NA NA NA NA NA
"SV3097" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Bulleraceae" "g__Bullera" "s__unica"
"SV3098" "k__Fungi" NA NA NA NA NA NA
"SV3099" "k__Fungi" NA NA NA NA NA NA
"SV3100" "k__Fungi" NA NA NA NA NA NA
"SV3101" "k__Fungi" NA NA NA NA NA NA
"SV3102" "k__Fungi" "p__Rozellomycota" "c__Rozellomycotina_cls_Incertae_sedis" "o__GS10" NA NA NA
"SV3103" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"SV3104" "k__Fungi" NA NA NA NA NA NA
"SV3105" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Chaetothyriaceae" "g__Camptophora" "s__hylomeconis"
"SV3106" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Hyaloscyphaceae" NA NA
"SV3107" "k__Fungi" "p__Ascomycota" "c__Pezizomycetes" "o__Pezizales" "f__Pezizaceae" "g__Peziza" "s__varia"
"SV3108" "k__Fungi" "p__Rozellomycota" "c__Rozellomycotina_cls_Incertae_sedis" "o__GS10" NA NA NA
"SV3109" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Cyphellophoraceae" "g__Anthopsis" NA
"SV3110" "k__Fungi" NA NA NA NA NA NA
"SV3111" "k__Fungi" NA NA NA NA NA NA
"SV3112" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" "f__Teratosphaeriaceae" "g__Capnobotryella" NA
"SV3113" "k__Fungi" "p__Rozellomycota" "c__Rozellomycotina_cls_Incertae_sedis" "o__GS05" NA NA NA
"SV3114" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" NA NA NA NA
"SV3115" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Polyporales" "f__Ganodermataceae" "g__Ganoderma" NA
"SV3116" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Hyaloscyphaceae" "g__Phialea" NA
"SV3117" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Lindgomycetaceae" "g__Hongkongmyces" NA
"SV3118" "k__Fungi" NA NA NA NA NA NA
"SV3119" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Cuniculitremaceae" "g__Kockovaella" "s__distylii"
"SV3120" "k__Fungi" NA NA NA NA NA NA
"SV3121" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Xylariales" "f__Amphisphaeriaceae" "g__Seimatosporium" "s__lichenicola"
"SV3122" "k__Fungi" NA NA NA NA NA NA
"SV3123" "k__Fungi" NA NA NA NA NA NA
"SV3124" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Bambusicolaceae" NA NA
"SV3125" "k__Fungi" "p__Ascomycota" "c__Saccharomycetes" "o__Saccharomycetales" "f__Debaryomycetaceae" "g__Debaryomyces" "s__hansenii"
"SV3126" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Diaporthales" "f__Diaporthaceae" "g__Diaporthe" NA
"SV3127" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Xylariales" NA NA NA
"SV3128" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" "f__Mycosphaerellaceae" "g__Teratoramularia" NA
"SV3129" "k__Fungi" "p__Ascomycota" "c__Saccharomycetes" "o__Saccharomycetales" "f__Saccharomycetales_fam_Incertae_sedis" "g__Candida" "s__heveicola"
"SV3130" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Hypocreaceae" "g__Trichoderma" "s__asperellum"
"SV3131" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Glomerellales" "f__Plectosphaerellaceae" NA NA
"SV3132" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" "f__Teratosphaeriaceae" "g__Devriesia" NA
"SV3133" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Nectriaceae" "g__Thelonectria" "s__lucida"
"SV3134" "k__Fungi" NA NA NA NA NA NA
"SV3135" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Bionectriaceae" "g__Gliomastix" "s__murorum"
"SV3136" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Xylariales" NA NA NA
"SV3137" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Microascales" "f__Ceratocystidaceae" NA NA
"SV3138" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Clavicipitaceae" "g__Metarhizium" "s__anisopliae"
"SV3139" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Didymosphaeriaceae" "g__Paraconiothyrium" NA
"SV3140" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Bulleribasidiaceae" "g__Vishniacozyma" "s__heimaeyensis"
"SV3141" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Nectriaceae" "g__Gliocladiopsis" NA
"SV3142" "k__Fungi" NA NA NA NA NA NA
"SV3143" "k__Fungi" "p__Chytridiomycota" "c__Rhizophydiomycetes" "o__Rhizophydiales" "f__Dinomycetaceae" "g__Dinomyces" NA
"SV3144" "k__Fungi" NA NA NA NA NA NA
"SV3145" "k__Fungi" NA NA NA NA NA NA
"SV3146" "k__Fungi" NA NA NA NA NA NA
"SV3147" "k__Fungi" NA NA NA NA NA NA
"SV3148" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Leptosphaeriaceae" "g__Neophaeosphaeria" NA
"SV3149" "k__Fungi" NA NA NA NA NA NA
"SV3150" "k__Fungi" NA NA NA NA NA NA
"SV3151" "k__Fungi" "p__Rozellomycota" NA NA NA NA NA
"SV3152" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Polyporales" "f__Fomitopsidaceae" "g__Skeletocutis" "s__nivea"
"SV3153" "k__Fungi" NA NA NA NA NA NA
"SV3154" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Cystofilobasidiales" "f__Mrakiaceae" "g__Udeniomyces" "s__kanasensis"
"SV3155" "k__Fungi" "p__Basidiomycota" "c__Exobasidiomycetes" "o__Exobasidiales" "f__Exobasidiaceae" "g__Exobasidium" "s__vaccinii"
"SV3156" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" "f__Teratosphaeriaceae" "g__Lapidomyces" NA
"SV3157" "k__Fungi" NA NA NA NA NA NA
"SV3158" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Helotiales_fam_Incertae_sedis" "g__Xenopolyscytalum" NA
"SV3159" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Polyporales" "f__Meruliaceae" "g__Bjerkandera" "s__adusta"
"SV3160" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Bulleribasidiaceae" "g__Derxomyces" NA
"SV3161" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"SV3162" "k__Fungi" NA NA NA NA NA NA
"SV3163" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" NA NA NA NA
"SV3164" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Rhynchogastremataceae" "g__Rhynchogastrema" NA
"SV3165" "k__Fungi" NA NA NA NA NA NA
"SV3166" "k__Fungi" "p__Zoopagomycota" NA NA NA NA NA
"SV3167" "k__Fungi" "p__Chytridiomycota" NA NA NA NA NA
"SV3168" "k__Fungi" NA NA NA NA NA NA
"SV3169" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Venturiales" "f__Sympoventuriaceae" "g__Scolecobasidium" NA
"SV3170" "k__Fungi" NA NA NA NA NA NA
"SV3171" "k__Fungi" NA NA NA NA NA NA
"SV3172" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Hyaloscyphaceae" "g__Pezizella" NA
"SV3173" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Phaeosphaeriaceae" NA NA
"SV3174" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Helotiaceae" "g__Tetracladium" NA
"SV3175" "k__Fungi" NA NA NA NA NA NA
"SV3176" "k__Fungi" NA NA NA NA NA NA
"SV3177" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Tetraplosphaeriaceae" NA NA
"SV3178" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Bulleribasidiaceae" "g__Dioszegia" NA
